1.52E-01,0.08,0.32,0.08,-0.4,-0.08,-0.08,0.48,0.24,0
1.53E-01,0.24,0.4,-0.08,-0.48,0,0.08,0.48,-0.16,-0.08
1.54E-01,0.08,0.32,-0.08,-0.32,-0.16,-0.08,0.48,0,-0.08
1.55E-01,0.08,0.16,0,-0.4,0,-0.16,0.32,0,-0.16
1.56E-01,-0.08,0.4,-0.16,-0.32,0.08,0,0.4,0.16,-0.16
1.57E-01,0.16,0.16,0,-0.24,-0.08,-0.16,0.32,-0.24,-0.24
1.58E-01,0,0.24,-0.08,-0.32,-0.08,-0.08,0.48,0.08,0
1.59E-01,0.08,0.24,-0.08,-0.32,0,-0.08,0.4,0.08,-0.08
1.60E-01,0.08,0.32,0,-0.32,0.08,-0.08,0.72,0,0
1.61E-01,-0.64,0.08,-0.16,-0.4,0,-0.16,0.32,0,0.16
1.62E-01,-0.4,0.32,0,-0.4,-0.08,-0.16,0.4,-0.08,-0.16
1.63E-01,0.08,0.08,0,-0.32,0.08,-0.08,0.32,-0.32,-0.08
1.64E-01,0.08,0.16,-0.08,-0.32,0.16,-0.08,0.48,0.08,-0.08
1.65E-01,0,0.16,-0.08,-0.16,-0.08,-0.08,0.32,-0.24,0
1.66E-01,0.16,0.24,-0.56,-0.32,-0.08,0,0.24,-0.08,-0.16
1.67E-01,-0.08,0.08,-0.24,-0.32,-0.08,-0.24,0.24,0.16,-0.08
1.68E-01,0.24,0.16,-0.16,-0.4,0.4,0.24,0.32,0,-0.08
1.69E-01,0,0.16,-0.16,-0.48,0.08,0,0.24,0,0
1.70E-01,0,0.08,0.16,-0.56,-0.08,-0.08,0.24,-0.48,-0.08
1.71E-01,0.08,0,-0.24,-0.16,-0.08,0.08,0.16,-0.16,0
1.72E-01,0,0,-0.24,-0.4,0,-0.64,0.24,0,0
1.73E-01,0,0.08,-0.08,-0.4,0.48,0.08,0.32,0,0
1.74E-01,0.08,0.08,-0.16,-0.24,-0.4,-0.08,0.24,-0.08,0.4
1.75E-01,0,0.08,-0.24,-0.32,-0.16,0.16,0.16,-0.08,0
1.76E-01,0.08,0.08,-0.08,-0.24,-0.08,-0.16,0.4,0.08,0.08
1.77E-01,0,0,0,-0.32,-0.08,0.08,0,0.08,0.08
1.78E-01,0.08,0,0,-0.24,-0.08,0,0.72,0,0.16
1.79E-01,0,0,0.16,-0.56,-0.16,0.16,0.4,0,-0.16
1.80E-01,-0.08,0,-0.16,-0.32,-0.08,-0.16,0.24,0.08,-0.08
1.81E-01,0.16,-0.08,-0.16,-0.4,-0.08,-0.16,0.4,0,-0.08
1.82E-01,0.08,0,-0.08,-0.16,0.08,-0.16,0.24,-0.16,0.48
1.83E-01,-0.08,0.08,-0.08,-0.4,-0.16,-0.16,0.24,-0.08,-0.08
1.84E-01,-0.16,0,-0.16,-0.32,-0.16,-0.08,0.64,0.08,0
1.85E-01,-0.08,-0.08,0,-0.24,-0.16,-0.24,0.24,0,0
1.86E-01,0,-0.16,-0.16,-0.4,0,-0.24,0.16,-0.08,0.16
1.87E-01,0.08,0,-0.08,-0.48,-0.16,0,0.16,0.08,-0.08
1.88E-01,0,-0.24,-0.08,-0.48,-0.08,-0.08,0.32,0,0
1.89E-01,-0.24,0,-0.08,-0.4,-0.08,-0.24,0.08,-0.4,0
1.90E-01,-0.08,0.08,-0.08,-0.4,-0.16,-0.08,0,-0.08,0.08
1.91E-01,-0.08,-0.08,-0.08,-0.48,-0.08,-0.16,0.24,-0.24,-0.08
1.92E-01,-0.16,0.16,-0.08,-0.4,-0.08,0,0.16,-0.08,0
1.93E-01,0,-0.08,-0.16,-0.48,0.08,-0.32,0.16,0,-0.24
1.94E-01,0,-0.72,-0.08,-0.48,-0.08,-0.24,0.4,0,-0.08
1.95E-01,-0.08,0,-0.08,-0.48,-0.08,-0.08,0.08,0,-0.16
1.96E-01,-0.08,-0.08,0.16,-0.48,-0.08,-0.08,0.08,-0.08,-0.08
1.97E-01,-0.24,0,0,-0.32,-0.24,0,0.16,-0.08,-0.16
1.98E-01,-0.16,-0.16,-0.16,-0.4,-0.08,-0.24,-0.08,0.08,-0.08
1.99E-01,0,-0.32,-0.16,-0.4,0,-0.08,0,-0.08,0.08
2.00E-01,-0.16,0,-0.08,-0.4,-0.08,-0.16,-0.08,0.24,0
2.01E-01,0.24,-0.08,0,0.4,-0.24,-0.32,0.4,-0.16,0
2.02E-01,0,0.08,-0.08,-0.4,-0.16,-0.08,0,0.08,0
2.03E-01,-0.16,0,-0.08,-0.4,-0.16,0.08,0,0,-0.08
2.04E-01,-0.16,-0.24,0,-0.32,-0.08,-0.08,-0.08,-0.08,0
2.05E-01,-0.16,-0.16,0.08,-0.48,-0.08,0,0.08,0.08,0
2.06E-01,-0.08,-0.16,0,-0.4,0,-0.08,-0.08,0.08,0
2.07E-01,-0.16,-0.16,0.08,-0.4,-0.08,-0.16,0,0.08,0
2.08E-01,-0.08,-0.16,0,-0.4,0,0,-0.08,0.16,-0.08
2.09E-01,-0.24,-0.32,0.08,-0.4,-0.08,0,0,0,0.08
2.10E-01,-0.08,0.24,0.08,-0.16,-0.08,0.24,-0.4,0,0
2.11E-01,-0.16,-0.16,-0.08,-0.56,-0.16,-0.24,-0.24,0,0
2.12E-01,-0.08,-0.24,0,-0.16,-0.08,-0.08,0.08,-0.08,-0.08
2.13E-01,0,-0.08,0.08,-0.4,-0.24,-0.16,0,0,-0.32
2.14E-01,-0.08,-0.16,0.08,-0.4,0,-0.32,0,0,0.08
2.15E-01,-0.08,-0.24,-0.08,-0.4,-0.16,-0.08,-0.08,0.08,-0.08
2.16E-01,-0.24,-0.08,-0.08,-0.4,0.08,-0.16,-0.08,-0.08,0.08
2.17E-01,0,-0.4,0,-0.32,-0.08,-0.08,0,0.08,-0.08
2.18E-01,0,-0.24,0,-0.4,-0.08,-0.16,-0.08,0.08,-0.08
2.19E-01,0.24,-0.4,0,-0.48,-0.08,-0.08,-0.08,0,0
2.20E-01,-0.08,-0.08,0,-0.4,-0.16,0,0,0,-0.08
2.21E-01,-0.08,-0.16,-0.08,-0.32,-0.08,-0.08,0,-0.08,-0.08
2.22E-01,-0.08,-0.24,-0.08,-0.4,-0.08,-0.32,0.08,0,0.32
2.23E-01,-0.16,-0.24,-0.24,-0.32,-0.08,-0.16,-0.16,0,0
2.24E-01,0,-0.08,-0.24,-0.4,0,-0.16,-0.24,0,0.16
2.25E-01,-0.08,-0.32,-0.08,-0.32,-0.16,-0.08,-0.16,0.08,-0.08
2.26E-01,-0.08,-0.24,-0.08,-0.32,-0.16,-0.08,-0.08,-0.08,-0.08
2.27E-01,0,-0.08,0.4,-0.4,-0.08,-0.08,-0.08,-0.32,0.16
2.28E-01,0,-0.16,-0.08,-0.32,-0.08,-0.16,-0.16,0.08,-0.24
2.29E-01,0,-0.16,0,-0.32,-0.08,-0.08,-0.16,0,0
2.30E-01,0.08,0,0,-0.32,-0.08,0,-0.08,0,-0.08
2.31E-01,-0.16,-0.16,0.16,-0.64,-0.08,0,-0.24,0.16,0.08
2.32E-01,0,-0.24,-0.08,-0.32,-0.08,-0.08,-0.16,0,0
2.33E-01,0,0,0,-0.4,-0.08,0,-0.16,0,-0.08
2.34E-01,-0.08,-0.24,-0.08,-0.4,-0.08,0,-0.08,0,-0.16
2.35E-01,-0.16,-0.08,-0.08,-0.48,-0.08,-0.08,-0.08,0.24,0.08
2.36E-01,0,-0.4,-0.08,-0.32,-0.08,0,-0.08,-0.16,-0.48
2.37E-01,0.56,0.08,-0.08,-0.32,0,-0.24,-0.24,0.08,-0.08
2.38E-01,-0.08,-0.32,-0.16,-0.4,-0.08,-0.16,-0.08,-0.08,0.08
2.39E-01,0,-0.24,0,-0.32,-0.08,0,-0.16,-0.08,-0.08
2.40E-01,0,0,-0.08,-0.32,-0.08,-0.08,-0.08,-0.16,0.08
2.41E-01,-0.08,-0.16,-0.08,-0.48,0,0.08,-0.16,0,-0.08
2.42E-01,0,-0.16,0.08,-0.24,-0.08,-0.08,-0.24,0,-0.16
2.43E-01,-0.08,-0.08,0.08,-0.32,-0.08,0,0,0,0
2.44E-01,-0.16,-0.08,0.16,-0.32,-0.08,0,-0.24,0.08,-0.08
2.45E-01,-0.24,-0.16,-0.08,-0.32,-0.08,-0.08,-0.08,0.08,0.56
2.46E-01,-0.08,-0.16,0,-0.32,-0.16,0.64,-0.16,0,0.08
2.47E-01,0,-0.16,0.48,-0.32,0.08,0,0,0,0
2.48E-01,0,-0.16,-0.08,-0.56,0.16,0,-0.08,0.08,0.08
2.49E-01,-0.08,-0.24,-0.08,-0.48,0,0,-0.32,-0.08,-0.16
2.50E-01,-0.4,-0.24,-0.08,-0.48,-0.16,-0.08,0.08,0,0
2.51E-01,-0.08,0,0,-0.4,0.16,0,-0.08,-0.08,0.08
2.52E-01,-0.24,-0.08,0,-0.32,-0.16,-0.24,0,0,-0.16
2.53E-01,0,-0.16,0.08,-0.4,-0.16,-0.16,-0.32,0,0.24
2.54E-01,-0.16,-0.16,-0.16,-0.32,0,0.08,0.08,0,-0.16
2.55E-01,-0.16,-0.08,-0.48,-0.32,-0.08,-0.08,0,0.16,-0.08
2.56E-01,0,0.08,-0.08,-0.32,0,-0.16,0,0.08,0
2.57E-01,-0.24,-0.08,-0.16,-0.4,-0.08,-0.08,0.08,0,-0.08
2.58E-01,-0.16,-0.24,0,-0.16,0.16,0,0,0,0
2.59E-01,-0.08,-0.24,0,-0.32,0.08,0,-0.16,0,0
2.60E-01,-0.16,-0.16,0.08,-0.32,-0.08,-0.08,-0.08,-0.08,0.08
2.61E-01,0.4,-0.16,-0.08,-0.56,-0.08,-0.08,-0.16,0.16,-0.16
2.62E-01,-0.16,-0.16,-0.4,-0.24,-0.16,0,-0.08,0.08,0.08
2.63E-01,0,-0.08,0.08,-0.56,-0.08,-0.08,-0.16,0.08,-0.08
2.64E-01,-0.24,-0.16,0.08,-0.32,-0.08,-0.16,0,0.16,0
2.65E-01,-0.08,-0.16,-0.4,-0.32,0,-0.08,0.08,-0.08,0.08
2.66E-01,0.08,0,0.08,-0.48,-0.08,0,0.08,0,0
2.67E-01,0.08,-0.08,0,-0.32,-0.08,0,-0.16,0.08,0.08
2.68E-01,0.08,-0.08,0,-0.4,-0.08,-0.08,-0.08,0.64,0
2.69E-01,-0.08,-0.08,0,-0.32,-0.08,-0.08,0,0,0
