-5.00E+00,1.00E-07,1.40E-07,6.00E-08,6.00E-08,-2.00E-08,2.60E-07,1.00E-07,-2.00E-08,1.00E-07,-1.40E-07,7.00E-08,7.00E-08,-1.00E-08,2.70E-07,1.70E-07,5.00E-08,-1.00E-08,3.70E-07,5.00E-08,7.00E-08,1.50E-07,-3.70E-07,2.30E-07,2.30E-07,-5.00E-08,7.00E-08,-5.00E-08,-1.30E-07,1.70E-07,2.50E-07,2.00E-07,1.80E-07,8.00E-08,-4.60E-07,-8.00E-08,0,1.80E-07,3.20E-07,-2.00E-08,2.00E-08
-5.00E+00,2.00E-08,1.80E-07,-2.00E-08,1.00E-07,2.00E-08,2.60E-07,6.00E-08,2.00E-08,-2.00E-08,-2.60E-07,-7.00E-08,5.00E-08,-3.00E-08,2.30E-07,1.30E-07,1.50E-07,9.00E-08,2.70E-07,5.00E-08,3.00E-08,7.00E-08,-3.90E-07,2.50E-07,2.50E-07,-5.00E-08,1.90E-07,9.00E-08,-3.30E-07,1.30E-07,2.30E-07,1.60E-07,1.80E-07,1.60E-07,6.40E-07,-4.00E-08,-8.00E-08,1.80E-07,2.40E-07,-6.00E-08,8.00E-08
-5.00E+00,1.40E-07,1.80E-07,-2.00E-08,2.00E-08,6.00E-08,3.40E-07,1.80E-07,-6.00E-08,1.00E-07,-1.40E-07,-7.00E-08,1.30E-07,1.00E-08,1.50E-07,3.70E-07,9.00E-08,5.00E-08,1.70E-07,3.00E-08,1.00E-08,1.30E-07,-3.50E-07,2.30E-07,2.30E-07,1.00E-08,1.50E-07,-1.00E-08,-1.90E-07,1.50E-07,1.70E-07,1.40E-07,1.40E-07,8.00E-08,-3.00E-07,2.00E-08,-8.00E-08,2.20E-07,3.00E-07,-6.00E-08,-6.00E-08
-5.00E+00,2.00E-08,2.00E-08,6.00E-08,2.00E-08,1.40E-07,3.00E-07,1.80E-07,2.00E-08,6.00E-08,-1.40E-07,-5.00E-08,9.00E-08,3.00E-08,7.00E-08,9.00E-08,1.90E-07,1.50E-07,2.70E-07,5.00E-08,5.00E-08,2.90E-07,-7.10E-07,2.10E-07,2.10E-07,7.00E-08,1.30E-07,5.00E-08,-9.00E-08,1.30E-07,2.90E-07,2.40E-07,1.60E-07,1.00E-07,-1.70E-06,-8.00E-08,-1.80E-07,2.00E-07,2.00E-07,-6.00E-08,-1.00E-07
-5.00E+00,1.00E-07,2.20E-07,-2.00E-08,1.40E-07,-2.00E-08,4.20E-07,2.20E-07,6.00E-08,1.00E-07,-1.40E-07,1.00E-08,7.00E-08,7.00E-08,1.50E-07,1.10E-07,1.10E-07,7.00E-08,1.30E-07,1.10E-07,-3.00E-08,1.50E-07,-3.90E-07,2.50E-07,2.50E-07,5.00E-08,-7.00E-08,1.30E-07,-7.00E-08,5.00E-08,3.30E-07,1.80E-07,4.00E-08,1.00E-07,-7.20E-07,8.00E-08,-1.20E-07,2.80E-07,3.00E-07,-1.00E-07,-6.00E-08
-5.00E+00,-2.00E-08,2.60E-07,-2.00E-08,1.00E-07,-2.00E-08,2.60E-07,2.00E-08,1.40E-07,2.00E-08,-1.40E-07,-1.00E-08,5.00E-08,7.00E-08,1.10E-07,5.00E-08,1.90E-07,1.30E-07,2.30E-07,7.00E-08,5.00E-08,7.00E-08,-3.90E-07,2.90E-07,2.90E-07,-7.00E-08,2.30E-07,-7.00E-08,-9.00E-08,1.30E-07,2.30E-07,1.80E-07,4.00E-08,1.60E-07,7.40E-07,-1.60E-07,-1.20E-07,2.00E-07,3.00E-07,-2.00E-08,-2.20E-07
-4.99E+00,2.00E-08,1.80E-07,6.00E-08,1.00E-07,-2.00E-08,2.60E-07,2.20E-07,-6.00E-08,-6.00E-08,-1.40E-07,-9.00E-08,1.10E-07,9.00E-08,3.00E-08,5.00E-08,1.30E-07,2.30E-07,2.90E-07,3.00E-08,3.00E-08,5.00E-08,-3.30E-07,3.10E-07,3.10E-07,1.00E-08,1.50E-07,1.10E-07,-1.70E-07,1.50E-07,1.50E-07,1.20E-07,1.00E-07,1.00E-07,-1.60E-07,2.00E-08,-1.40E-07,2.20E-07,2.00E-07,8.00E-08,6.00E-08
-4.99E+00,2.00E-08,2.60E-07,2.00E-08,2.00E-08,-6.00E-08,3.00E-07,2.20E-07,1.00E-07,6.00E-08,-1.40E-07,-1.00E-08,1.30E-07,7.00E-08,2.50E-07,7.00E-08,9.00E-08,9.00E-08,3.30E-07,3.00E-08,5.00E-08,1.50E-07,-3.50E-07,2.50E-07,2.50E-07,1.00E-08,1.30E-07,7.00E-08,-1.10E-07,1.30E-07,2.30E-07,1.20E-07,1.00E-07,2.20E-07,-1.64E-06,2.00E-08,-1.20E-07,2.40E-07,2.40E-07,-6.00E-08,2.00E-08
-4.99E+00,6.00E-08,1.80E-07,-2.00E-08,1.00E-07,6.00E-08,3.40E-07,2.20E-07,6.00E-08,2.00E-08,-1.40E-07,-7.00E-08,-7.00E-08,7.00E-08,5.00E-08,1.10E-07,1.90E-07,1.30E-07,2.70E-07,5.00E-08,1.10E-07,9.00E-08,-3.90E-07,2.70E-07,2.70E-07,-1.10E-07,1.10E-07,9.00E-08,-1.10E-07,1.70E-07,3.30E-07,1.00E-07,6.00E-08,-4.00E-08,-1.08E-06,1.40E-07,-8.00E-08,2.40E-07,2.40E-07,-4.00E-08,-4.00E-08
-4.99E+00,6.00E-08,2.20E-07,-6.00E-08,-2.00E-08,-2.00E-08,2.60E-07,1.80E-07,2.00E-08,-2.00E-08,-1.80E-07,-1.00E-08,5.00E-08,-1.00E-08,1.30E-07,2.10E-07,1.70E-07,1.30E-07,4.30E-07,7.00E-08,1.70E-07,3.00E-08,-2.50E-07,3.10E-07,3.10E-07,5.00E-08,9.00E-08,7.00E-08,-7.00E-08,9.00E-08,1.50E-07,1.40E-07,4.00E-08,1.00E-07,5.40E-07,-6.00E-08,-4.00E-08,3.00E-07,2.20E-07,2.00E-08,0
-4.99E+00,6.00E-08,1.40E-07,-6.00E-08,-6.00E-08,-2.00E-08,4.60E-07,-2.00E-08,6.00E-08,6.00E-08,-2.20E-07,1.00E-08,9.00E-08,1.10E-07,1.70E-07,1.10E-07,5.00E-08,1.50E-07,2.70E-07,1.00E-08,7.00E-08,1.10E-07,-3.70E-07,2.10E-07,2.10E-07,5.00E-08,1.50E-07,-5.00E-08,-7.00E-08,2.70E-07,2.10E-07,1.00E-07,2.00E-08,2.20E-07,2.00E-08,1.00E-07,1.00E-07,2.40E-07,2.00E-07,4.00E-08,2.00E-08
-4.99E+00,1.00E-07,2.20E-07,2.00E-08,6.00E-08,1.80E-07,4.20E-07,1.80E-07,6.00E-08,6.00E-08,-6.00E-08,-5.00E-08,5.00E-08,5.00E-08,1.90E-07,1.50E-07,1.30E-07,2.10E-07,2.50E-07,1.70E-07,1.30E-07,7.00E-08,-3.10E-07,1.70E-07,1.70E-07,3.00E-08,1.10E-07,1.00E-08,-3.00E-08,2.10E-07,3.30E-07,1.60E-07,1.80E-07,8.00E-08,-1.54E-06,-2.00E-08,-6.00E-08,1.20E-07,2.00E-07,6.00E-08,-2.00E-08
-4.99E+00,1.40E-07,1.80E-07,6.00E-08,6.00E-08,6.00E-08,2.20E-07,1.00E-07,-2.00E-08,6.00E-08,-1.40E-07,3.00E-08,7.00E-08,2.30E-07,1.50E-07,1.50E-07,1.70E-07,2.30E-07,2.70E-07,1.90E-07,9.00E-08,5.00E-08,-3.50E-07,2.70E-07,2.70E-07,-3.00E-08,9.00E-08,1.90E-07,-1.00E-08,2.30E-07,3.90E-07,2.00E-08,8.00E-08,1.20E-07,-1.00E-06,-8.00E-08,2.00E-08,1.40E-07,2.20E-07,-2.00E-08,1.20E-07
